X,Y,State Code,County Code,Site Num,Parameter Code,POC,Datum,Parameter Name,Sample Duration,Pollutant Standard,Metric Used,Method Name,Year,Units of Measure,Event Type,Observation Count,Observation Percent,Completeness Indicator,Valid Day Count,Required Day Count,Exceptional Data Count,Null Data Count,Primary Exceedance Count,Secondary Exceedance Count,Certification Indicator,Num Obs Below MDL,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,1st Max DateTime,2nd Max Value,2nd Max DateTime,3rd Max Value,3rd Max DateTime,4th Max Value,4th Max DateTime,1st Max Non Overlapping Value,1st NO Max DateTime,2nd Max Non Overlapping Value,2nd NO Max DateTime,99th Percentile,98th Percentile,95th Percentile,90th Percentile,75th Percentile,50th Percentile,10th Percentile,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
-116.830074,33.944713,"06","065","1016",88101,2,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),Events Included,34,54,N,33,61,34,2,0,0,Certification not required,0,6.667647,4.117569,14.2,2022/06/16 00:00:00+00,12.9,2022/04/11 00:00:00+00,12.7,2022/05/23 00:00:00+00,12.3,2022/04/05 00:00:00+00,,,,,14.2,14.2,12.9,12.3,10.3,6.9,1.6,Morongo Air Monitoring Station,"12160 Santiago Rd. Banning, CA 92220",California,Riverside,Banning,"Riverside-San Bernardino-Ontario, CA",2022/10/25
-116.21537,33.70853,"06","065","2002",88101,1,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Multiple Methods Used,2022,Micrograms/cubic meter (LC),No Events,13,37,N,13,35,0,0,0,0,Certification not required,0,7.669231,5.06662,21.3,2022/04/11 00:00:00+00,14.2,2022/01/08 00:00:00+00,10.1,2022/01/05 00:00:00+00,8.3,2022/01/02 00:00:00+00,,,,,21.3,21.3,21.3,14.2,8.3,5.8,4.2,Indio,"46-990 JACKSON ST., INDIO",California,Riverside,Indio,"Riverside-San Bernardino-Ontario, CA",2022/09/14
-116.21537,33.70853,"06","065","2002",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,110,30,N,110,365,0,0,0,0,Certification not required,0,8.861818,4.01753,25.1,2022/04/10 00:00:00+00,25.1,2022/04/11 00:00:00+00,18.8,2022/01/08 00:00:00+00,16.1,2022/04/09 00:00:00+00,,,,,25.1,18.8,15.5,13.7,11.1,8.2,4.7,Indio,"46-990 JACKSON ST., INDIO",California,Riverside,Indio,"Riverside-San Bernardino-Ontario, CA",2022/09/30
-116.54101,33.85275,"06","065","5001",88101,1,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,60,49,N,60,122,0,0,0,0,Certification not required,0,6.571667,4.93981,31.2,2022/05/29 00:00:00+00,16.7,2022/06/16 00:00:00+00,16.1,2022/06/10 00:00:00+00,12.6,2022/04/11 00:00:00+00,,,,,31.2,16.7,16.1,11.8,9.1,5.2,2.1,Palm Springs,"FS-590 RACQUET CLUB AVE, PALM SPRINGS",California,Riverside,Palm Springs,"Riverside-San Bernardino-Ontario, CA",2022/09/14
-117.41601,33.99958,"06","065","8001",88101,1,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,171,47,N,171,365,0,10,0,0,Certification not required,0,10.702339,5.349359,28.8,2022/01/08 00:00:00+00,27.6,2022/01/07 00:00:00+00,26.9,2022/01/19 00:00:00+00,26.3,2022/02/01 00:00:00+00,,,,,27.6,26.3,19.7,17.2,14.1,10.5,4.4,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,"Riverside-San Bernardino-Ontario, CA",2022/09/14
-117.41601,33.99958,"06","065","8001",88101,2,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,27,44,N,27,61,0,3,0,0,Certification not required,0,10.603704,5.389625,20.5,2022/04/05 00:00:00+00,19.6,2022/04/29 00:00:00+00,18.9,2022/01/05 00:00:00+00,17.6,2022/01/17 00:00:00+00,,,,,20.5,20.5,19.6,18.9,15.4,10.1,3.6,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,"Riverside-San Bernardino-Ontario, CA",2022/09/14
-117.41601,33.99958,"06","065","8001",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,180,49,N,180,365,0,0,0,0,Certification not required,0,10.698889,5.050051,23,2022/01/31 00:00:00+00,22.8,2022/01/07 00:00:00+00,22.5,2022/02/01 00:00:00+00,21.4,2022/01/08 00:00:00+00,,,,,22.8,21.4,19,17.6,14.3,10.6,4.3,Rubidoux,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,"Riverside-San Bernardino-Ontario, CA",2022/09/14
-117.4924,33.99636,"06","065","8005",88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,177,48,N,177,365,0,4,0,0,Certification not required,0,11.030508,5.744254,32.1,2022/01/07 00:00:00+00,30.3,2022/01/08 00:00:00+00,28.1,2022/01/19 00:00:00+00,26.2,2022/01/05 00:00:00+00,,,,,30.3,26.2,20,17.6,14.9,10.4,4.5,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,"Riverside-San Bernardino-Ontario, CA",2022/09/14
-117.4924,33.99636,"06","065","8005",88101,2,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,28,46,N,28,61,0,2,0,0,Certification not required,0,11.403571,5.755029,26.5,2022/01/05 00:00:00+00,19.7,2022/01/17 00:00:00+00,19,2022/04/05 00:00:00+00,17.5,2022/01/29 00:00:00+00,,,,,26.5,26.5,19.7,19,15.3,12,3,Mira Loma (Van Buren),5130 POINSETTIA PLACE,California,Riverside,Mira Loma,"Riverside-San Bernardino-Ontario, CA",2022/09/14
-121.368014,38.613779,"06","067","0006",88101,1,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,195,53,N,195,365,0,17,5,5,Certification not required,0,8.828718,8.700711,42.3,2022/01/15 00:00:00+00,40.4,2022/01/23 00:00:00+00,38.5,2022/02/05 00:00:00+00,37.3,2022/02/04 00:00:00+00,,,,,40.4,37.3,29.3,22,8.4,5.3,2.8,Sacramento-Del Paso Manor,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,"Sacramento--Roseville--Arden-Arcade, CA",2022/10/06
-121.368014,38.613779,"06","067","0006",88101,2,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,18,58,N,18,31,0,0,1,1,Certification not required,0,7.794444,9.157348,35.9,2022/01/17 00:00:00+00,24.1,2022/01/29 00:00:00+00,17,2022/02/10 00:00:00+00,8.2,2022/07/04 00:00:00+00,,,,,35.9,35.9,35.9,24.1,7.2,5.8,1,Sacramento-Del Paso Manor,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,"Sacramento--Roseville--Arden-Arcade, CA",2022/10/06
-121.368014,38.613779,"06","067","0006",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,59,16,N,59,365,0,0,5,5,Certification not required,0,20.520339,9.935009,40,2022/01/23 00:00:00+00,39.6,2022/01/15 00:00:00+00,38.7,2022/02/05 00:00:00+00,37.9,2022/02/04 00:00:00+00,,,,,40,39.6,38.7,34.8,27.8,21.2,5.5,Sacramento-Del Paso Manor,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,"Sacramento--Roseville--Arden-Arcade, CA",2022/09/13
-121.49311,38.56844,"06","067","0010",88101,2,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,18,55,N,17,31,0,1,0,0,Certification not required,0,7.5,6.138116,23.4,2022/01/17 00:00:00+00,20,2022/02/10 00:00:00+00,15.5,2022/01/29 00:00:00+00,9.4,2022/03/06 00:00:00+00,,,,,23.4,23.4,23.4,20,8.4,6,2.5,Sacramento-1309 T Street,"1309 T ST., SACRAMENTO, CA. 95814",California,Sacramento,Sacramento,"Sacramento--Roseville--Arden-Arcade, CA",2022/10/06
-121.49311,38.56844,"06","067","0010",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,172,47,N,172,365,0,0,0,0,Certification not required,0,8.418023,6.942864,31.4,2022/01/23 00:00:00+00,30.6,2022/02/04 00:00:00+00,29.4,2022/01/15 00:00:00+00,27.4,2022/02/05 00:00:00+00,,,,,30.6,27.4,23.3,20.4,11.1,5.8,2.3,Sacramento-1309 T Street,"1309 T ST., SACRAMENTO, CA. 95814",California,Sacramento,Sacramento,"Sacramento--Roseville--Arden-Arcade, CA",2022/10/14
-121.164457,38.683304,"06","067","0012",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,56,15,N,56,365,0,0,0,0,Certification not required,0,10.0125,4.593318,19.5,2022/01/23 00:00:00+00,17.5,2022/01/20 00:00:00+00,17.3,2022/02/06 00:00:00+00,17.2,2022/01/17 00:00:00+00,,,,,19.5,17.5,17.3,16.6,14.7,9.4,4.5,Folsom-Natoma St.,"50 NATOMA STREET, FOLSOM",California,Sacramento,Folsom,"Sacramento--Roseville--Arden-Arcade, CA",2022/09/13
-121.164457,38.683304,"06","067","0012",88101,4,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,59,16,N,59,365,0,0,0,0,Certification not required,0,10.555932,4.966136,19.9,2022/01/23 00:00:00+00,18.9,2022/01/20 00:00:00+00,18.8,2022/01/16 00:00:00+00,18.6,2022/01/17 00:00:00+00,,,,,19.9,18.9,18.8,17.7,15.5,9.4,4.4,Folsom-Natoma St.,"50 NATOMA STREET, FOLSOM",California,Sacramento,Folsom,"Sacramento--Roseville--Arden-Arcade, CA",2022/09/13
-121.503795,38.593322,"06","067","0015",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,59,16,N,59,365,0,0,1,1,Certification not required,0,16.964407,9.484248,36,2022/01/23 00:00:00+00,34.4,2022/02/05 00:00:00+00,33,2022/01/16 00:00:00+00,32.3,2022/02/04 00:00:00+00,,,,,36,34.4,33,31,24.8,16.2,3.1,Sacramento-Bercut Drive,"100 Bercut Drive, Sacramento",California,Sacramento,Sacramento,"Sacramento--Roseville--Arden-Arcade, CA",2022/09/13
-121.211131,38.494475,"06","067","5003",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,59,16,N,59,365,0,0,0,0,Certification not required,0,11.591525,5.694198,23.8,2022/01/23 00:00:00+00,21.6,2022/01/16 00:00:00+00,21.3,2022/01/13 00:00:00+00,21.2,2022/01/17 00:00:00+00,,,,,23.8,21.6,21.3,19.5,15.6,11.5,4.2,Sloughhouse,"7250 SLOUGHHOUSE ROAD, SLOUGHHOUSE",California,Sacramento,,"Sacramento--Roseville--Arden-Arcade, CA",2022/09/13
-121.3621,36.843425,"06","069","0002",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,181,50,N,181,365,0,0,0,0,Certification not required,0,4.940331,2.606632,12.2,2022/01/18 00:00:00+00,11.7,2022/01/19 00:00:00+00,11.7,2022/01/29 00:00:00+00,10.9,2022/04/26 00:00:00+00,,,,,11.7,10.9,9.9,9.1,6.2,4.3,1.7,Hollister,1979 Fairview Rd,California,San Benito,Hollister,"San Jose-Sunnyvale-Santa Clara, CA",2022/09/30
-117.61722,34.030833,"06","071","0027",88101,1,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,178,49,N,178,365,0,3,0,0,Certification not required,0,12.157303,4.958686,29.6,2022/01/07 00:00:00+00,28.9,2022/01/19 00:00:00+00,26.7,2022/01/08 00:00:00+00,26.4,2022/01/05 00:00:00+00,,,,,28.9,26.4,20.6,18.4,15.1,11.4,6.6,Ontario-Route 60 Near Road,2330 S. Castle Harbour,California,San Bernardino,Ontario,"Riverside-San Bernardino-Ontario, CA",2022/09/14
-117.61722,34.030833,"06","071","0027",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,Multiple Methods Used,2022,Micrograms/cubic meter (LC),No Events,68,19,N,68,365,0,0,0,0,Certification not required,0,14.216176,6.801111,32.5,2022/01/07 00:00:00+00,30.3,2022/01/19 00:00:00+00,30.2,2022/01/05 00:00:00+00,29.6,2022/02/01 00:00:00+00,,,,,32.5,30.3,29.6,25.5,18.2,12.4,7,Ontario-Route 60 Near Road,2330 S. Castle Harbour,California,San Bernardino,Ontario,"Riverside-San Bernardino-Ontario, CA",2022/10/05
-117.32554,34.510961,"06","071","0306",88101,1,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,174,48,N,174,365,0,0,0,0,Certification not required,0,9.821839,3.033814,24.6,2022/05/29 00:00:00+00,19.6,2022/06/13 00:00:00+00,19,2022/05/28 00:00:00+00,18.2,2022/06/16 00:00:00+00,,,,,19.6,18.2,15.6,13.2,11.2,9.5,6.4,Victorville-Park Avenue,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,"Riverside-San Bernardino-Ontario, CA",2022/09/13
-117.32554,34.510961,"06","071","0306",88101,2,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,172,47,N,172,365,0,0,0,0,Certification not required,0,9.141279,2.721151,20.4,2022/05/29 00:00:00+00,16.4,2022/06/16 00:00:00+00,15.8,2022/05/28 00:00:00+00,15.5,2022/04/02 00:00:00+00,,,,,16.4,15.5,13.7,12.3,10.9,9.2,5.8,Victorville-Park Avenue,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,"Riverside-San Bernardino-Ontario, CA",2022/09/13
-117.49201,34.10002,"06","071","2002",88101,1,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,59,48,N,59,122,0,1,0,0,Certification not required,0,10.430508,5.812479,30.6,2022/01/08 00:00:00+00,28.1,2022/02/01 00:00:00+00,22.4,2022/04/02 00:00:00+00,18,2022/06/01 00:00:00+00,,,,,30.6,28.1,22.4,17.4,14.4,9.2,3.9,Fontana,"14360 ARROW BLVD., FONTANA",California,San Bernardino,Fontana,"Riverside-San Bernardino-Ontario, CA",2022/09/14
-116.86147,34.26464,"06","071","8001",88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2000 PM-2.5 Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,14,45,N,14,31,0,2,0,0,Certification not required,0,7.471429,4.859951,22.1,2022/01/29 00:00:00+00,12.2,2022/01/05 00:00:00+00,9.6,2022/03/18 00:00:00+00,8.8,2022/01/17 00:00:00+00,,,,,22.1,22.1,22.1,12.2,8.8,6.2,4.3,Big Bear,"501 W. VALLEY BLVD., BIG BEAR CITY,",California,San Bernardino,Big Bear City,"Riverside-San Bernardino-Ontario, CA",2022/09/14
-116.86147,34.26464,"06","071","8001",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,181,50,N,181,365,0,0,0,0,Certification not required,0,8.458564,4.279382,24.5,2022/01/02 00:00:00+00,24.3,2022/01/29 00:00:00+00,23.3,2022/02/26 00:00:00+00,21.7,2022/01/16 00:00:00+00,,,,,24.3,21.7,16.4,14.8,10.2,7.5,4.5,Big Bear,"501 W. VALLEY BLVD., BIG BEAR CITY,",California,San Bernardino,Big Bear City,"Riverside-San Bernardino-Ontario, CA",2022/09/20
-117.274063,34.106678,"06","071","9004",88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,57,47,N,57,122,0,3,1,1,Certification not required,0,10.935088,5.983265,40.1,2022/01/08 00:00:00+00,22.7,2022/04/02 00:00:00+00,21.8,2022/02/01 00:00:00+00,17.3,2022/04/05 00:00:00+00,,,,,40.1,22.7,21.8,16.9,13.7,10.6,5.1,San Bernardino,"24302 4TH ST., SAN BERNARDINO, CA.",California,San Bernardino,San Bernardino,"Riverside-San Bernardino-Ontario, CA",2022/09/14
-117.059088,32.631242,"06","073","0001",88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,41,34,N,41,122,0,23,0,0,Certification not required,0,8.5,3.421695,15.1,2022/05/05 00:00:00+00,14.7,2022/06/16 00:00:00+00,14.2,2022/04/29 00:00:00+00,14,2022/02/01 00:00:00+00,,,,,15.1,15.1,14.2,14,10.6,7.7,5.2,Chula Vista,"84 E. 'J' ST., CHULA VISTA",California,San Diego,Chula Vista,"San Diego-Carlsbad, CA",2022/09/06
-116.365,32.6509,"06","073","0077",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),Events Included,280,77,N,280,365,0,0,0,0,Certification not required,0,6.859286,3.189575,18.4,2022/04/28 00:00:00+00,15.3,2022/05/03 00:00:00+00,14.9,2022/08/22 00:00:00+00,14.2,2022/01/08 00:00:00+00,,,,,14.9,13.3,12.3,10.9,9,6.8,2.5,Campo Indian Reservation,"Campo Kumeyaay Nation, 36190 Church Rd, Ste 4, Campo, CA 91906",California,San Diego,Campo,"San Diego-Carlsbad, CA",2022/10/11
-117.123964,32.845709,"06","073","1016",88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,47,39,N,47,122,0,15,0,0,Certification not required,0,6.814894,3.211188,13.9,2022/06/01 00:00:00+00,13.5,2022/06/22 00:00:00+00,12.9,2022/06/16 00:00:00+00,12.2,2022/03/03 00:00:00+00,,,,,13.9,13.9,12.9,12.1,9.2,6,2.9,Kearny Villa Rd.,"6125A KEARNY VILLA RD., SAN DIEGO",California,San Diego,San Diego,"San Diego-Carlsbad, CA",2022/09/06
-117.123964,32.845709,"06","073","1016",88101,2,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,31,48,N,29,61,0,2,0,0,Certification not required,0,6.993548,3.56005,13.5,2022/06/22 00:00:00+00,13.1,2022/06/16 00:00:00+00,12.9,2022/04/11 00:00:00+00,12.4,2022/04/29 00:00:00+00,,,,,13.5,13.5,13.1,12.9,10.7,6.1,3.2,Kearny Villa Rd.,"6125A KEARNY VILLA RD., SAN DIEGO",California,San Diego,San Diego,"San Diego-Carlsbad, CA",2022/09/06
-117.08218,32.985442,"06","073","1017",88101,1,WGS84,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,57,47,N,57,122,0,3,0,0,Certification not required,0,7.724561,3.251718,14.7,2022/06/22 00:00:00+00,14.6,2022/06/01 00:00:00+00,14.5,2022/06/16 00:00:00+00,13.7,2022/04/11 00:00:00+00,,,,,14.7,14.6,14.5,12.4,10.1,7.3,3.6,San Diego -Rancho Carmel Drive,11403 Rancho Carmel Drive,California,San Diego,San Diego,"San Diego-Carlsbad, CA",2022/09/30
-116.944308,32.789565,"06","073","1022",88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,174,48,N,174,365,0,7,0,0,Certification not required,0,9.278161,3.505583,26.4,2022/01/05 00:00:00+00,23.7,2022/01/07 00:00:00+00,19.8,2022/01/06 00:00:00+00,17.4,2022/04/27 00:00:00+00,,,,,23.7,17.4,14.8,13.5,11.2,9.2,5.6,El Cajon - Lexington Elementary School,533 First Street,California,San Diego,El Cajon,"San Diego-Carlsbad, CA",2022/09/06
-117.142665,32.710177,"06","073","1026",88101,1,NAD83,PM2.5 - Local Conditions,24 HOUR,PM25 24-hour 2012,Daily Mean,Met One E-SEQ-FRM PM2.5 with VSCC - Gravimetric,2022,Micrograms/cubic meter (LC),No Events,59,48,N,59,122,0,2,0,0,Certification not required,0,8.872881,3.176087,18.1,2022/01/14 00:00:00+00,15.7,2022/04/26 00:00:00+00,14.7,2022/06/22 00:00:00+00,14.4,2022/01/05 00:00:00+00,,,,,18.1,15.7,14.7,13.5,10.7,8.3,5,San Diego - Sherman Elementary School,450B 24th Street,California,San Diego,San Diego,"San Diego-Carlsbad, CA",2022/09/06
-117.142665,32.710177,"06","073","1026",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,13,4,N,13,365,0,0,0,0,Certification not required,0,10.769231,3.518377,16.3,2022/05/31 00:00:00+00,15.5,2022/05/19 00:00:00+00,14.5,2022/05/25 00:00:00+00,14.4,2022/05/30 00:00:00+00,,,,,16.3,16.3,16.3,15.5,14.4,9.4,7.2,San Diego - Sherman Elementary School,450B 24th Street,California,San Diego,San Diego,"San Diego-Carlsbad, CA",2022/11/09
-117.09023,33.362593,"06","073","1201",88101,1,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),Events Included,181,50,N,181,365,0,0,0,0,Certification not required,0,10.249171,3.782542,22.4,2022/05/11 00:00:00+00,21.3,2022/04/10 00:00:00+00,20.8,2022/04/27 00:00:00+00,18.9,2022/01/07 00:00:00+00,,,,,21.3,18.9,16.4,14.9,13,9.8,5.7,Pala Airpad,"10848 HWY 76, PALA, CA 92059",California,San Diego,Pala,"San Diego-Carlsbad, CA",2022/09/19
-122.399044,37.765946,"06","075","0005",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,239,65,N,239,365,0,0,0,0,Certification not required,0,6.495397,4.580634,23.9,2022/01/13 00:00:00+00,20.2,2022/01/12 00:00:00+00,18.8,2022/01/26 00:00:00+00,18.3,2022/02/05 00:00:00+00,,,,,18.8,17.8,14.7,12.6,9.5,5.9,1.3,San Francisco,10 ARKANSAS ST.,California,San Francisco,San Francisco,"San Francisco-Oakland-Hayward, CA",2022/10/18
-121.281414,37.961578,"06","077","1003",88101,3,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,174,48,N,174,365,0,0,1,1,Certification not required,0,9.728736,9.199502,38.8,2022/02/05 00:00:00+00,35.2,2022/01/16 00:00:00+00,34.6,2022/01/23 00:00:00+00,33.5,2022/02/04 00:00:00+00,,,,,35.2,33.5,29.5,25.5,12.9,6.2,2.2,Stockton - University Park,"702 N Aurora Street, Stockton, CA 95202",California,San Joaquin,Stockton,"Stockton-Lodi, CA",2022/10/19
-121.247874,37.793392,"06","077","2010",88101,3,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,84,23,N,84,365,0,0,2,2,Certification not required,0,15.572619,9.592182,37.6,2022/01/16 00:00:00+00,36.5,2022/02/04 00:00:00+00,34.2,2022/01/13 00:00:00+00,33.3,2022/01/23 00:00:00+00,,,,,37.6,36.5,33.1,27.7,22.7,13.8,4.6,Manteca,"530 Fishback Road Manteca, CA",California,San Joaquin,Manteca,"Stockton-Lodi, CA",2022/10/16
-120.56388,35.02083,"06","079","2004",88101,1,WGS84,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,181,50,N,181,365,0,0,0,0,Certification not required,0,8.197238,4.835476,24.1,2022/04/10 00:00:00+00,23.9,2022/06/13 00:00:00+00,22.3,2022/06/14 00:00:00+00,21.5,2022/04/09 00:00:00+00,,,,,23.9,21.5,18.2,14.3,10.5,7.2,3.1,Mesa2,"1300 GUADALUPE RD., NIPOMO, CA., 93444",California,San Luis Obispo,Nipomo,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",2022/09/27
-120.58777,35.04673,"06","079","2007",88101,1,NAD83,PM2.5 - Local Conditions,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2022,Micrograms/cubic meter (LC),No Events,180,49,N,180,365,0,0,0,0,Certification not required,0,11.179444,5.059784,26.8,2022/04/09 00:00:00+00,26.1,2022/04/10 00:00:00+00,25.9,2022/06/13 00:00:00+00,24.7,2022/05/30 00:00:00+00,,,,,26.1,24.7,21.7,17.8,14.6,10.1,5.5,Arroyo Grande CDF,"2391 Willow Road, Arroyo Grande, California",California,San Luis Obispo,Arroyo Grande,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",2022/09/27
